id,text,Joy,Fear,Anger,Sadness,Disgust,Surprise,split
ukr_train_track1_01148,Чому в нашому суспільстві таке дивне сталення до оголеної натури?,0,0,0,0,0,1,train
ukr_train_track1_01149," дивно.....дивно) насолоджуйся хоч тим, що є :)",0,0,0,0,0,1,train
ukr_train_track1_01150,"Щойно на вулиці:
- от цікаво щоб ви робили якби не ці ґаджети!
- книжки читали б)
- ну да, тепер хтось читає! 

:)",0,0,0,0,0,1,train
ukr_train_track1_01151,щойно до мене дійшло шо це кінець липня...і пройшов вже місяць після #DubnoTwEvent ..а я як у сні якомусь...,0,0,0,0,0,1,train
ukr_train_track1_01152,"Несподіванка - це коли отримуєш подарунок від батька, якого бачила за останні 4 роки лише один раз на своє дн",0,0,0,0,0,1,train
ukr_train_track1_01153,геть не здогадалися про такий варіант ),0,0,0,0,0,1,train
ukr_train_track1_01154,"Я ще досі не розумію, чому так.",0,0,0,0,0,1,train
ukr_train_track1_01155,"Показалося, що сніг за вікном і аж в жар кинуло #Львів",0,0,0,0,0,1,train
ukr_train_track1_01156,"Що це за мода стала, що в новобудовах такі кухні величезні?",0,0,0,0,0,1,train
ukr_train_track1_01157,серйозно тебе це зацікавило о другій ночі?,0,0,0,0,0,1,train
ukr_train_track1_01158,Ну як так можна було протупити?,0,0,0,0,0,1,train
ukr_train_track1_01159, мерсі) ти бач. яка я мажорна),0,0,0,0,0,1,train
ukr_train_track1_01160,"Але коли говорила з акторами, то було дивно",0,0,0,0,0,1,train
ukr_train_track1_01161," о, ти вже маєш нову роботу?",0,0,0,0,0,1,train
ukr_train_track1_01162,"Черговий бутік, а думала ресторанчик буде.",0,0,0,0,0,1,train
ukr_train_track1_01163,"Як для людини, яка не не любить макарони і хліб—це дивно)",0,0,0,0,0,1,train
ukr_train_track1_01164,Якби не були на дворі то я б може й не повірила :),0,0,0,0,0,1,train
ukr_train_track1_01165,"Уже читаю, а ти хто взагалі?",0,0,0,0,0,1,train
ukr_train_track1_01166,На диво всі пісні про кохання та стосунки в сім'ї.,0,0,0,0,0,1,train
ukr_train_track1_01167,моя прабабця померла під час аборту. через два тижні її чоловік привів до хати нову жінку.,0,0,0,0,1,1,train
ukr_train_track1_01168,"Постійні затори в центрі, серйозно? дякую, не треба.",0,0,0,0,0,1,train
ukr_train_track1_01169,а чо так тихо в твіторі. ви спите? вчора якесь сьвато було і ви пізно полягали?,0,0,0,0,0,1,train
ukr_train_track1_01170,Вона стала дуже страшною( чому люди так себе запускають(,0,0,0,0,0,1,train
ukr_train_track1_01171,о то ти один із спікерів?,0,0,0,0,0,1,train
ukr_train_track1_01172,ти якого милого о півчетвертої ще не спала?,0,0,0,0,0,1,train
ukr_train_track1_01173," Ну ти ніжнуся, морозів боїшся? :)",0,0,0,0,0,1,train
ukr_train_track1_01174,Але ж я не вмію водити авто:D Крейзі.,0,0,0,0,0,1,train
ukr_train_track1_01175,"Я й не знала, що вареники з ними можна робити.",0,0,0,0,0,1,train
ukr_train_track1_01176,а хто сказав що я про тебе?,0,0,0,0,0,1,train
ukr_train_track1_01177,о! сьогодні день народження? то вітаю!!,0,0,0,0,0,1,train
ukr_train_track1_01178,і знову ж таки ніякої поліняки. я всерйоз задумалась: мо я дійсно себе чемно і слухняно протягом року поводила... аж страшно стало.,0,0,0,0,0,1,train
ukr_train_track1_01179,а шо там такого страшного в стрічці?),0,0,0,0,0,1,train
ukr_train_track1_01180,Пішов проти системи чи що,0,0,0,0,0,1,train
ukr_train_track1_01181,ой а що то є?,0,0,0,0,0,1,train
ukr_train_track1_01182,Я точно не твій кіт?,0,0,0,0,0,1,train
ukr_train_track1_01183,"(ніколи не думала, що ще це скажу)    ",0,0,0,0,0,1,train
ukr_train_track1_01184,"Ну що ти, чудова пісня жи.",0,0,0,0,0,1,train
ukr_train_track1_01185,"дивно, але я бачу Скаллі та Хенка Муді...",0,0,0,0,0,1,train
ukr_train_track1_01186," я від нього меншого очікувала, а виявилося справді те що треба!",0,0,0,0,0,1,train
ukr_train_track1_01187,ти там була!!!? там і справді так красиво і замки як на фоточках?,0,0,0,0,0,1,train
ukr_train_track1_01188,"Дивно, зовсім не мій типаж.",0,0,0,0,0,1,train
ukr_train_track1_01189,"- мені ще треба ехолот
- нащо?",0,0,0,0,0,1,train
ukr_train_track1_01190,Робить це дивним чином одночасно.,0,0,0,0,0,1,train
ukr_train_track1_01191,Чого б я мала зараз допомагати вам це компенсувати?,0,0,0,0,0,1,train
ukr_train_track1_01192,"Не знаю, чи тупо, але трохи дивно, як мінімум.",0,0,0,0,0,1,train
ukr_train_track1_01193," всі чомусь плутають, а мені то дивно так )))",0,0,0,0,0,1,train
ukr_train_track1_01194,"ви дійсно вважаєте, що нічого не робиться? серйозно?",0,0,0,0,0,1,train
ukr_train_track1_01195,"Так, дивно 
Але люди теж на нормальних мало тягнуть",0,0,0,0,0,1,train
ukr_train_track1_01196,такого ви ще не бачили ,0,0,0,0,0,1,train
ukr_train_track1_01197,ну ти і звір! )),0,0,0,0,0,1,train
ukr_train_track1_01198,"Божечки, це ж в більшої половини моєї стрічки п‘ятниця вже всьо.",0,0,0,0,0,1,train
ukr_train_track1_01199, а теест оголошення який грамотний!,0,0,0,0,0,1,train
ukr_train_track1_01200," ну знаєте, я сама оце вчора згадала, а ви як зреагували швидюсінько)",0,0,0,0,0,1,train
ukr_train_track1_01201,а я то думала...он воно що!,0,0,0,0,0,1,train
ukr_train_track1_01202,жити у Львові 16 років і побачити кондуктора та контролера ВПЕРШЕ в Києві!,0,0,0,0,0,1,train
ukr_train_track1_01203,І навіть у Кельменцях море няшних хлопців - що нереально дивно,0,0,0,0,0,1,train
ukr_train_track1_01204,"Хоспадє, чому всі такі високі?",0,0,0,0,0,1,train
ukr_train_track1_01205,Як ти міг про то дізнаися?,0,0,0,0,0,1,train
ukr_train_track1_01206,Отето поворот Хто б міг подумати?,0,0,0,0,0,1,train
ukr_train_track1_01207,RT : як дивно: люди які постійно використовують інших - коли їх використали 1раз - дивуються з цього....!!!,0,0,0,0,0,1,train
ukr_train_track1_01208,"Цікаво на якому місці Україна буде)
#Eurovision",0,0,0,0,0,1,train
ukr_train_track1_01209,"Путен, расія, Путен – дивно бачити таке у НЕ росіянина. послідовність – кредо, так?",0,0,0,0,0,1,train
ukr_train_track1_01210,ну шо той Харві так носиться з тим Майком!,0,0,0,0,0,1,train
ukr_train_track1_01211,"От чого у момент,коли треба висловити навіть найменше невдоволення, я починаю почуватися дурною істеричкою,а моє раціо проти такої поведінки",0,0,0,0,0,1,train
ukr_train_track1_01212,"А тут зараз проходить гра студентської ліги ""Що?",0,0,0,0,0,1,train
ukr_train_track1_01213,- Я не знаю такого слова?!,0,0,0,0,0,1,train
ukr_train_track1_01214,"Хто ще не знав, що на ці вихідні в Черкасах твітусінг?",0,0,0,0,0,1,train
ukr_train_track1_01215,"Екзамен мав бути завтра, а тепер буде аж в понеділок! це норм?",0,0,0,0,0,1,train
ukr_train_track1_01216,"Ніколи не думала, шо гуглитиму тексти Вінника",0,0,0,0,0,1,train
ukr_train_track1_01217,"зайшла в таймхоп і виявилось, що минулого року в цей ж день я також роздумувала, чи йти мені гуляти, чи ні.

і також не пішла.",0,0,0,0,0,1,train
ukr_train_track1_01218,"Досі не розумію, навіщо мене народжували.",0,0,0,0,0,1,train
ukr_train_track1_01219,"А ще пару місяців тому я не те що його не їла, навіть не хотілося.",0,0,0,0,0,1,train
ukr_train_track1_01220, ну от і мені дивно),0,0,0,0,0,1,train
ukr_train_track1_01221, зима при плюсовій температурі мене вганяє в паніку.вас не турбує факт шо якесь там грудня 15р. було найтеплішим за останній вік?,0,0,0,0,0,1,train
ukr_train_track1_01222," опа, а я вже думала, що одна тут Стрикала слухаю",0,0,0,0,0,1,train
ukr_train_track1_01223," це означає, що немає культури ведення укаунту в соц.мережах...а якщо це, наприклад, відомий журналіст, то це дивно",0,0,0,0,0,1,train
ukr_train_track1_01224,як це роздумуєте?О_О це ж IT-....,0,0,0,0,0,1,train
ukr_train_track1_01225,"житейське:чому тати,що гуляють з дітьми викликають таке умілєніє?жіночки 9 місяців гуляють ниотходяоткаси.а уміляються тіко татами і дітьми.",0,0,0,0,0,1,train
ukr_train_track1_01226," дивно, в мене схожа ситуація була з кур'єром, тільки намилила голову — дзвінок в двері.",0,0,0,0,0,1,train
ukr_train_track1_01227,"Я не можу зрозуміти, чому ім'я Ліда мені асоціюється з холодцем.",0,0,0,0,0,1,train
ukr_train_track1_01228,"О Боги,  так ти з БЦ,  ми випадково не пересікались у реалі?",0,0,0,0,0,1,train
ukr_train_track1_01229,"о,в піцерії де нікого нема ніколи, є ще 3 людей!",0,0,0,0,0,1,train
ukr_train_track1_01230," як ти можеш таке казати? шоб я і бісилась від Віктора Павліка? пф, Іринко",0,0,0,0,0,1,train
ukr_train_track1_01231,"Ой лишенько, що то коїться?",0,0,0,0,0,1,train
ukr_train_track1_01232,звідки ти це так швидко знаєш?),0,0,0,0,0,1,train
ukr_train_track1_01233,"На шо він сказав, що не страшно.",0,0,0,0,0,1,train
ukr_train_track1_01234,"- нам, будь ласка, окремі рахунки
- та я вже розрахувалася
- та? о, спасибі!
- та ні, за себе розрахувалася",0,0,0,0,0,1,train
ukr_train_track1_01235,"Те шо відбувається зараз в Москві, це тупо дикий треш. я думала такого вже нама.",0,0,0,0,0,1,train
ukr_train_track1_01236,"Дивно, бо там навіть модель відмічена)",0,0,0,0,0,1,train
ukr_train_track1_01237,і да. погана ідея шукати в меню нашенського (рівненського) хобі-пабу різноманіття чаїв_кавів. хоча інтер'єр ух_є_є_є.,0,0,0,0,0,0,train
ukr_train_track1_01238,отвічаю яка нечиста сюди затащіла,0,0,0,0,0,0,train
ukr_train_track1_01239," в нас викладачка була толкова, на лекціях відхилялася від теми і розповідала про стосунки між чоловіком і жінкою, лідерство)",0,0,0,0,0,0,train
ukr_train_track1_01240,Хочеться в гори і душевно посидіти біля вогню з гітаркою.,0,0,0,0,0,0,train
ukr_train_track1_01241," псс, насправді я гном, замаскований під дівчинку. ти мене розсекретив.",0,0,0,0,0,0,train
ukr_train_track1_01242,Почали пити каву з черкаського Білого кролика.,0,0,0,0,0,0,train
ukr_train_track1_01243,скрепи гнуцца. надо нарастіть на Ахвонє.,0,0,0,0,0,0,train
ukr_train_track1_01244,"«для милої Каміли і ми милі»
скоромовочка про ",0,0,0,0,0,0,train
ukr_train_track1_01245,"Та ріл,  там чуваки явно не із розряду ""інтелігенція"", але от так виховано себе поводять",0,0,0,0,0,0,train
ukr_train_track1_01246,"а ше от я дерев'яна, а в сестрюні атлічна розтяжка, тоже странна штука.",0,0,0,0,0,0,train
ukr_train_track1_01247,"А я то думала чому ми перестали общаться,а то Дімка всьо порєшав.",0,0,0,0,0,0,train
ukr_train_track1_01248,Кицічка вляглась на мене і мурчить.,0,0,0,0,0,0,train
ukr_train_track1_01249,Я б хотіла почитати про Італію.,0,0,0,0,0,0,train
ukr_train_track1_01250,"А ше батюшка сказав,шо викладать в інстограм фоточькі свіжозарізаного сала і підчеревщини в піст-тоже грішнувато...",0,0,0,0,0,0,train
ukr_train_track1_01251,То хайенд за таку ціну?,0,0,0,0,0,0,train
ukr_train_track1_01252,"або розділяють їх як державу україну і країну росію. що ще гірше вкупураз бо вони не усвідомлюють, що держава росія ковтнула країну росію.",0,0,0,0,0,0,train
ukr_train_track1_01253,А ше я повечеряла суші-буріто.,0,0,0,0,0,0,train
ukr_train_track1_01254,Про що попереджають іноземців перед Олімпіадою в Сочі.,0,0,0,0,0,0,train
ukr_train_track1_01255,"Об’єктивація - це коли ти не слухаєш викладачку в університеті, а дивишся на її груди (от мій другий твітер про об’єктивацію весь гг).",0,0,0,0,0,0,train
ukr_train_track1_01256,"На ютубі, на трейлерах, на будь яких сайтах, де щоб отримати доступ до контенту тра втикнути рекламу.",0,0,0,0,0,0,train
ukr_train_track1_01257,"На зборах двічі ледь не знепритомніла, а потім обіймала унітаз.",0,0,0,0,0,0,train
ukr_train_track1_01258,"RT : Тві,а ніхто раптом не здає кімнату або не шукає собі людину,з якою б знімати?Потрібно місце для 1 хлопця.",0,0,0,0,0,0,train
ukr_train_track1_01259,"через стінку в кабінці туалету чула як одна маленька дівчинка,думаючи,що ніхто її не чує,розказувала собі казку про королеву.",0,0,0,0,0,0,train
ukr_train_track1_01260,"в мене є круті речі з секонду, і?",0,0,0,0,0,0,train
ukr_train_track1_01261,"щоночі лягаю з думками
без замка 
а просинаюсь з віщими снами
без ключа",0,0,0,0,0,0,train
ukr_train_track1_01262,"ага, а ще вітер при морозі страшно недоречний.",0,0,0,0,0,0,train
ukr_train_track1_01263,"перша спільна весна вдавилася солов'ями, 
запеченими у нашому весільному порозі ©
к.к.",0,0,0,0,0,0,train
ukr_train_track1_01264,"Угорщина - то мої фаворити
#Eurovision",0,0,0,0,0,0,train
ukr_train_track1_01265,коли оч хотів бути першим,0,0,0,0,0,0,train
ukr_train_track1_01266,"Фест ""Хочу в Одессу"", 28-30 червня.",0,0,0,0,0,0,train
ukr_train_track1_01267,"якби я в своєї мамки упасі бог народилась загадочним інтравертом, а не собою,то так і вмерла би одиноко за компом в розтягнутих лосінах",0,0,0,0,0,0,train
ukr_train_track1_01268,"Хтось зробив бутєр з хліба, булки і приманки для тарганів між ними",0,0,0,0,0,0,train
ukr_train_track1_01269,"реальність завжди інша
неважливо - краща чи гірші
просто інша",0,0,0,0,0,0,train
ukr_train_track1_01270," я буду спааать, ібо нема з ким празднувать",0,0,0,0,0,0,train
ukr_train_track1_01271,"не роздивився, хоча лобами стукнулись г
пєтушог – парєнь стартувати почав, я мовчки показав на червоний для пішоходів і поїхав далі",0,0,0,0,0,0,train
ukr_train_track1_01272,вночі з ліхтариком в зубах полізла на нашу абрикосу. порятувати кіцика. чи то його чи то себе - нявчав під вікном. ,0,0,0,0,0,0,train
ukr_train_track1_01273,"перестань вирощувати нігті, забий на дієту, лягай спати скорше і життя не буде здаватися таким дєрьмом.",0,0,0,0,0,0,train
ukr_train_track1_01274,"Вова пішов на роботу, а киця лиже і обтирає його сандалі",0,0,0,0,0,0,train
ukr_train_track1_01275,Недавно з дівчатами говорили про ці образи.,0,0,0,0,0,0,train
ukr_train_track1_01276,"папа буде думати, що то подарували",0,0,0,0,0,0,train
ukr_train_track1_01277,"Людина, котра робить з чогось культ, відразу втрачає свою розсудливість
(в найгірших випадках - розум і індивідуальність)",0,0,0,0,0,0,train
ukr_train_track1_01278,"я замовила в ""Теплиці"", гарно но брудниться:/ .",0,0,0,0,0,0,train
ukr_train_track1_01279," 7 років навчання, а по закінченню музичної для себе граю.",0,0,0,0,0,0,train
ukr_train_track1_01280,А шастаю на таксо я часто.,0,0,0,0,0,0,train
ukr_train_track1_01281,"Намазала лаваш арахісовою пастою, нарізала банан, скрутила і придавила грилем.",0,0,0,0,0,0,train
ukr_train_track1_01282,"Я раджу брати з регулятором температури, а ще прикольно - зйомні панелі.",0,0,0,0,0,0,train
ukr_train_track1_01283,або одна фотка кухні на якій ще й бардак :),0,0,0,0,0,0,train
ukr_train_track1_01284,аааа це той де київські торти продають?,0,0,0,0,0,0,train
ukr_train_track1_01285,"• нікаво ніпасадят
• пачіму так мала?",0,0,0,0,0,0,train
ukr_train_track1_01286,хто там до ЗАГСу хотів?,0,0,0,0,0,0,train
ukr_train_track1_01287,"погода просто шикарна, обожнюю таке *0*

а десь о 5:40 була така злива, що я аж проснулася, бо по даху било.",0,0,0,0,0,0,train
ukr_train_track1_01288,Дідух на фоні оперного   #lviv,0,0,0,0,0,0,train
ukr_train_track1_01289,"губила себе, шукаючи пару. з носками так не пройожувалась.",0,0,0,0,0,0,train
ukr_train_track1_01290,Терафлю з лимонним смаком п'ється норм.,0,0,0,0,0,0,train
ukr_train_track1_01291," я знала, що ти мало повіриш, саме тому там фотопруф)",0,0,0,0,0,0,train
ukr_train_track1_01292,"Читаючи, сперла книгу на грудну клітку.",0,0,0,0,0,0,train
ukr_train_track1_01293," не знаю, що він мав на увазі",0,0,0,0,0,0,train
ukr_train_track1_01294,хтось мені її з друзів озвучував.,0,0,0,0,0,0,train
ukr_train_track1_01295,"Коли ви щасливі, як би не хотілось кричати на повні груди-мовчіть.",0,0,0,0,0,0,train
ukr_train_track1_01296,"ладно, давай черкани через що ти можеш відписатись від мене?",0,0,0,0,0,0,train
ukr_train_track1_01297,я от теж колись не любила готувати.,0,0,0,0,0,0,train
ukr_train_track1_01298,"я впала з ліжка, бо заплуталась в коцику. доброго ранку.",0,0,0,0,0,0,train
ukr_train_track1_01299,"#кіно
продовження Мадоки естетично чудове.
",0,0,0,0,0,0,train
ukr_train_track1_01300,"""похожі аналогічні програми"". оце я панімаю студентський пьорл. ще й письмово засвідчений:)",0,0,0,0,0,0,train
ukr_train_track1_01301,лишилась сама і чекаю овочі-гриль. . . в Бернардинському дворику,0,0,0,0,0,0,train
ukr_train_track1_01302,"Я ж з хлопцями грала
До речі, лише 1 раз програла)",0,0,0,0,0,0,train
ukr_train_track1_01303,"Вона сіла, закуталась в плед, заварила чай і проводить урок.",0,0,0,0,0,0,train
ukr_train_track1_01304,в голові розбилось багато чудового.,0,0,0,0,0,0,train
ukr_train_track1_01305,"В падучій б'ються усі посольства, ПАРЄ, ОБСЄ, без зупинки надходять ноти протесту і занепокоєння від західних партнерів.",0,0,0,0,0,0,train
ukr_train_track1_01306, ще не найгірший час для цього,0,0,0,0,0,0,train
ukr_train_track1_01307,Citronelle знову відкрив тротуар  пішоходам #Київ,0,0,0,0,0,0,train
ukr_train_track1_01308," не погано, але і не добре",0,0,0,0,0,0,train
ukr_train_track1_01309,В автобус зайшов чоловік і запахло моїм колишнім шефом) такі ж парфуми,0,0,0,0,0,0,train
ukr_train_track1_01310,"та нє,вони і накрасяні бридкі як атомна война+гіначі западенки норм (тирнополянки,франківчанки,лучанки)",0,0,0,0,0,0,train
ukr_train_track1_01311,"Бачила в парку дівчину з дуже великими грудьми і в звичайному ліфі, а не в спортивному.",0,0,0,0,0,0,train
ukr_train_track1_01312,"сиджу в'яжу СОБІ шапку. але от на лютий, наприклад, свобідна. шо кому? за ерте лайк і комент крепке дякуу",0,0,0,0,0,0,train
ukr_train_track1_01313,Хочу знову бути сонечком і прєлєстю,0,0,0,0,0,0,train
ukr_train_track1_01314,Після наших свят треба ще два дні відпочивати =),0,0,0,0,0,0,train
ukr_train_track1_01315,А за кажний лайк+1 квашиний огірок занюхать-закусить,0,0,0,0,0,0,train
ukr_train_track1_01316,На міського голову проголосувала за найменше зло.,0,0,0,0,0,0,train
ukr_train_track1_01317,"Сиділа в літаку, застебнула пасок безпеки, тримала курс на Австралію.",0,0,0,0,0,0,train
ukr_train_track1_01318,"я буду 
тінню
як
у сні
твоєму

#np",0,0,0,0,0,0,train
ukr_train_track1_01319,Особинно коли в лісі застрелив кабана,0,0,0,0,0,0,train
ukr_train_track1_01320,"Продукти   в супермаркеті в Корсуні, наприклад",0,0,0,0,0,0,train
ukr_train_track1_01321, це наші хз нею сімейні діла) і я ляскатиму любя) ,0,0,0,0,0,0,train
ukr_train_track1_01322,"то погано коли: юра вболіває за Італію, а я за Німеччину-.-",0,0,0,0,0,0,train
ukr_train_track1_01323,Сьодьня в нидільній проповіді наш батюшка говорив про гріх антісімітізму.,0,0,0,0,0,0,train
ukr_train_track1_01324,на прикладі чого ти це зрозумів?,0,0,0,0,0,0,train
ukr_train_track1_01325," термометр лежав на столику біля ліжка, бо ми хворіли, а щіточки стояли в коробочці на пралці, в ванній кімнаті)",0,0,0,0,0,0,train
ukr_train_track1_01326,"птасі, ми з  в центрі, може побачимось?",0,0,0,0,0,0,train
ukr_train_track1_01327,З'їздила в гості поїсти салат і втомилася.,0,0,0,0,0,0,train
ukr_train_track1_01328,"Зігмунд Фрейд атравився
Курт Кабєйн застрелився
Браян Джонс утапився
А Гагаріна похітєлі інопланетянє",0,0,0,0,0,0,train
ukr_train_track1_01329,До 19 років клеїла мужчін способом: чим більше тебе піжжу тим більше ти мені небезразлічний.,0,0,0,0,0,0,train
ukr_train_track1_01330," нєнє, я гірша) бачу тебе Misfits теж доконали, але я якось домучила)",0,0,0,0,0,0,train
ukr_train_track1_01331,#AlfaJazzFest набирає обертів #Lviv #now #jazz #festival,0,0,0,0,0,0,train
ukr_train_track1_01332," дочь ахвіцєра. всьо нітак адназначЬна. арутіматьйукаюца.

ліл.",0,0,0,0,0,0,train
ukr_train_track1_01333,"Розмовляти з телефоном - погана прикмета
(с) Вчителька зі світ. літ",0,0,0,0,0,0,train
ukr_train_track1_01334,Навіть у нас в школі.,0,0,0,0,0,0,train
ukr_train_track1_01335,На нашому поверсі водою позаливали і дим дуже відчувався.,0,0,0,0,0,0,train
ukr_train_track1_01336,"Хто рано встає, той купається в ледь теплій воді.",0,0,0,0,0,0,train
ukr_train_track1_01337,біля мене тіп схожий на грязнова п'є каву. в нього теж кльова зачіска.,0,0,0,0,0,0,train
ukr_train_track1_01338,"так говориш, ніби це щось погане)",0,0,0,0,0,0,train
ukr_train_track1_01339,Всім доброго ранку)) Холодає у #lvivі - одівайтеся тепліе)),0,0,0,0,0,0,train
ukr_train_track1_01340,"І лежу я такий з котом у його слині, і не можу встати вмитися, бо ж кошеня спить.",0,0,0,0,0,0,train
ukr_train_track1_01341,"Один з тих чарівних чоловіків Франківська, про яких я писала - .",0,0,0,0,0,0,train
ukr_train_track1_01342,Гєпа на руках побіг провітрити мудя – інфа сотка.,0,0,0,0,0,0,train
ukr_train_track1_01343,Поставив вночі просте питання: чи дійсно ніяк не змінилося забезпечення армії за останні два роки.,0,0,0,0,0,0,train
ukr_train_track1_01344,На псові лежить двоє котів.,0,0,0,0,0,0,train
ukr_train_track1_01345,я б не ризикнула куштувати мої кулінарні шедеври,0,0,0,0,0,0,train
ukr_train_track1_01346,"типовий достоєвський хд
 #ЕИИ #соціоніка",0,0,0,0,0,0,train
ukr_train_track1_01347,"чотири години гоцала на кухні. нагоцала комусь на млинці з мнєсом, відбивні, рибку смажену і сирний пляцок.",0,0,0,0,0,0,train
ukr_train_track1_01348,"Мрію,щоб останні були ми,щоб наші діти жили в мирі,і війна,яку вони не пам’ятатимуть(надіюсь)була для них уроком кращим,ніж для нас #StopWar",0,0,0,0,0,0,train
ukr_train_track1_01349,"Спи собі сама, коли біля тебе мене нема...",0,0,0,0,0,0,train
ukr_train_track1_01350,коли твій твіттер вже не твій,0,0,0,0,0,0,train
ukr_train_track1_01351,"Він не був охочий спілкуватися, побажав успіху і пішов.",0,0,0,0,0,0,train
ukr_train_track1_01352,передивляємся з  весілля Франциска і Марії :з,0,0,0,0,0,0,train
ukr_train_track1_01353,кругленький дядечко так смачно булку в машині поїдав:)) не втрималась і побажала смачного :D,0,0,0,0,0,0,train
ukr_train_track1_01354,песимістом бути - тяжкий труд. я б не змогла.,0,0,0,0,0,0,train
ukr_train_track1_01355,"Той португалець не вартий перемоги
#Eurovision",0,0,0,0,0,0,train
ukr_train_track1_01356,"А колега, яка сиділа на дієті Дюкана, вже дуже схудла.",0,0,0,0,0,0,train
ukr_train_track1_01357,Для дитячого організму оцет - отруєння.,0,0,0,0,0,0,train
ukr_train_track1_01358,"мені за 2,5 скинули) тижні",0,0,0,0,0,0,train
ukr_train_track1_01359,"теж були сьогодні в Ашані, купили книжку )",0,0,0,0,0,0,train
ukr_train_track1_01360,Новини | Дніпропетровськ розфарбували вуличні художники | 5 канал:  via  #Dnepr,0,0,0,0,0,0,train
ukr_train_track1_01361,"Чим гірше?)) Ти ж наніч намажеш, а зранку змиєш) навпаки в зимову пору - те що треба.",0,0,0,0,0,0,train
ukr_train_track1_01362,Шукаю компетентного викладача польської мови для інтенсивної співпраці літом.,0,0,0,0,0,0,train
ukr_train_track1_01363,"‏RT 
#Луганськ #Луганск RT  об`єднуємо міста!",0,0,0,0,0,0,train
ukr_train_track1_01364,"Маленьке затишне містечко, яке можна обійти пішки, але дуже мало… ",0,0,0,0,0,0,train
ukr_train_track1_01365,вибачення з ввічливості і вибачення з вини,0,0,0,0,0,0,train
ukr_train_track1_01366,"сиджу на підлозі їм сольоні огірки з банки.
а ви шо там?",0,0,0,0,0,0,train
ukr_train_track1_01367,пів стрічки з просоння прочитає з дитини,0,0,0,0,0,0,train
ukr_train_track1_01368,"Не заслужив, а зібрав за все життя.",0,0,0,0,0,0,train
ukr_train_track1_01369,"Мама: "" я хочу цього слона!""",0,0,0,0,0,0,train
ukr_train_track1_01370,Скунс може замінити лева на гербі Львова – UaReview,0,0,0,0,0,0,train
ukr_train_track1_01371,З вікна побачили парінька років 25 з тією ж лєнтою.,0,0,0,0,0,0,train
ukr_train_track1_01372,"він не влазить, але #сілєніанство в душі",0,0,0,0,0,0,train
ukr_train_track1_01373,#СпасатєліМалібу на тренуваннях  Привіт вам!,0,0,0,0,0,0,train
ukr_train_track1_01374,"Дивимось фільм, де чувак осідлав  мертвого Гаррі Поттера і катається на ньому океаном, як на катері.",0,0,0,0,0,0,train
ukr_train_track1_01375,я свабодєн до 9 - пів 10.,0,0,0,0,0,0,train
ukr_train_track1_01376,"Сортування сміття на пляжі в Гідропарку, наприклад",0,0,0,0,0,0,train
ukr_train_track1_01377,"Кажуть, шо в Парижі оголошена тривога, але паніки немає",0,0,0,0,0,0,train
ukr_train_track1_01378,"Юстя, привозь свою епешну сутність іноді до Києва, бо я розчулююся і хочу тебе і Катерину бачити",0,0,0,0,0,0,train
ukr_train_track1_01379,"Рівень асиміляції з природою - п'ю чай, заварений на збираній дощовій воді.",0,0,0,0,0,0,train
ukr_train_track1_01380," а мені треба почати, щоб кинути ))",0,0,0,0,0,0,train
ukr_train_track1_01381,"Скоро підніму бунт ""ні чорному!""",0,0,0,0,0,0,train
ukr_train_track1_01382,"печу брауні, читаю набокова і почуваюся вдома.",0,0,0,0,0,0,train
ukr_train_track1_01383,Давайте подаруємо Януковича дружній сусідній Росії!?,0,0,0,0,0,0,train
ukr_train_track1_01384,хлопець мав вже нагуглити всю інфу про дівчину і сам же про неї розказувати;),0,0,0,0,0,0,train
ukr_train_track1_01385,"Муж каже шо його нервує ця аплікуха, а я вже пару років нею користуюся",0,0,0,0,0,0,train
ukr_train_track1_01386,"сумно RT : Думаю,за останні місяці найбільше рейтинг впав не в регіоналів,а саме у ""Свободи"",кишенькових революціонерчиків",0,0,0,0,0,0,train
ukr_train_track1_01387, так) навіть капуста в сільпо!,0,0,0,0,0,0,train
ukr_train_track1_01388," нє, то з подругою в парку гуляли, то пацанчик якийсь розказував.",0,0,0,0,0,0,train
ukr_train_track1_01389,У мене з релігією не склались стосунки.,0,0,0,0,0,0,train
ukr_train_track1_01390,"Ну а я шо, я хочу побачити брата з білим волоссям і бородою",0,0,0,0,0,0,train
ukr_train_track1_01391,"сходи до лікаря поки не пізно, пожалуста :з",0,0,0,0,0,0,train
ukr_train_track1_01392,"а ще я сьогодні майже сіла на шпагат, два рази впала на дупу і три рази зробила викрутаси на снігу. але хіба цим когось здивуєш?...)",0,0,0,0,0,0,train
ukr_train_track1_01393,І до хороших новин сс .,0,0,0,0,0,0,train
ukr_train_track1_01394,Півень він і в Африці півень.,0,0,0,0,0,0,train
ukr_train_track1_01395,Тепер в мене погляд фатальної жінки,0,0,0,0,0,0,train
ukr_train_track1_01396,не такий страшний карпаратів як його малюють.,0,0,0,0,0,0,train
ukr_train_track1_01397,"Добре, що книга закінчилась за 20хв до відправлення.",0,0,0,0,0,0,train
ukr_train_track1_01398,Дводенний турнір з петанку в Черкасах.,0,0,0,0,0,0,train
ukr_train_track1_01399,Найгірше в хворінні - не відчувати смак їжі,0,0,0,0,0,0,train
ukr_train_track1_01400,"я теж про нього думала, але руки не дійшли.",0,0,0,0,0,0,train
