id,text,Joy,Fear,Anger,Sadness,Disgust,Surprise
ukr_train_track1_00441,"Цей дивний запах крему, мене тривожить:(",0,1,0,0,0,0
ukr_train_track1_00442, мені спочатку і на зелених страшно)),0,1,0,0,0,0
ukr_train_track1_00443,"стає лячно, коли 17-річна дівчина каже тобі, що вона равлик.",0,1,0,0,0,0
ukr_train_track1_00444,щоб тверде не було боюсь,0,1,0,0,0,0
ukr_train_track1_00445,"старий, все життя боялась дивитись і от наважилась.",0,1,0,0,0,0
ukr_train_track1_00446,боюсь померти на заході від передозу музикою. я не пам'ятаю коли востаннє щось слухала наживо.,0,1,0,0,0,0
ukr_train_track1_00447,"Постійно боюсь впасти з верхньої полички, тому доводиться спати, тримаючись. ",0,1,0,0,0,0
ukr_train_track1_00448,"RT : вже й не знаю кого більше боюся,коли катаюся.машин,дітей чи голубів.",0,1,0,0,0,0
ukr_train_track1_00449," вова стрьоманувся, коли знайшов мене таку під ковдрами)",0,1,0,0,0,0
ukr_train_track1_00450,"оновлюю стрічку щохвилини, які курсові. оновлюю і боюсь",0,1,0,0,0,0
ukr_train_track1_00451,"вже пару місяців мене не покидає відчуття, що за мною хтось ходить по квартирі...",0,1,0,0,0,0
ukr_train_track1_00452,"І от щойно на пляжі я так здригнулася, шо аж злякалась",0,1,0,0,0,0
ukr_train_track1_00453,"Мені сьогодні потрібна порція міцних обіймів, бо завтра нова робота і я боюсь.",0,1,0,0,0,0
ukr_train_track1_00454,"Один раз розбили моє серденько, тепер боюсь закохуватись",0,1,0,0,0,0
ukr_train_track1_00455," вони злякались, що ти знайдеш їм заміну)))",0,1,0,0,0,0
ukr_train_track1_00456,Але вистава мене трози лякає) забагато «знаків» останнім часом),0,1,0,0,0,0
ukr_train_track1_00457,чого я й боялась - ми єйо тіряєм,0,1,0,0,0,0
ukr_train_track1_00458,Шось і я вже кричу і переживаю за Ниву) затягує вся ця атмосфера),0,1,0,0,0,0
ukr_train_track1_00459,"  баби, ви шо подуріли чисто? зараз мене перелякаєте, а мені ще самій в кімнаті спати",0,1,0,0,0,0
ukr_train_track1_00460,"Це настільки страшно, що здається, ніби все відбувалось в якійсь паралельній реальності і нас там не було.",0,1,0,0,0,0
ukr_train_track1_00461,"люди, які лайкають власні пости  в соцмережах, я вас боюсь",0,1,0,0,0,0
ukr_train_track1_00462,11 маршрутка то як парк атракціонів не встиг зайти як вже боїшся полетіти,0,1,0,0,0,0
ukr_train_track1_00463,Ми боялись цієї бабульки в дитинстві.,0,1,0,0,0,0
ukr_train_track1_00464,"сьогодні було страшно від того, що насправді нестрашно.",0,1,0,0,0,0
ukr_train_track1_00465,Боюсь шо телефон розрядиться і я не зможу в екстренній ситуації подзвонити і всьо капец мені,0,1,0,0,0,0
ukr_train_track1_00466,"Боюся що знайдеться щось серйозніше, яке зажене мене в депресію",0,1,0,0,0,0
ukr_train_track1_00467,Які страшні речі щодо реформ та боротьби з корупцією говорить Тіллерсон,0,1,0,0,0,0
ukr_train_track1_00468,бачили б ви як воно (  ) панічно боїться прозорих ліфтів!! таки не затащила.,0,1,1,0,0,0
ukr_train_track1_00469,Це мабуть будуть самі страшні вихідні за останні пару місяців,0,1,0,0,0,0
ukr_train_track1_00470,"Даже боюсь знати, шо там відбувається",0,1,0,0,0,0
ukr_train_track1_00471,"ну і певно ви взагалі не орієнтуєтесь в цінах на натуральний шовк і ексклюзивні сукні від Монторо. боюсь навіть давати лінк, щоб не травмувати.",0,1,0,0,0,0
ukr_train_track1_00472, ну але мені страшно :) але до кінця катання вже були і сині і червоні),0,1,0,0,0,0
ukr_train_track1_00473,"Йду і не хочу, навіть, озираться на нього, лякатись і панікувать (бо він величенький і вгодований -повалить на землю запросто).",0,1,0,0,0,0
ukr_train_track1_00474, мені от теж підозріло і страшнувато.,0,1,0,0,0,0
ukr_train_track1_00475,"Так боялась запізнитись, шо аж приїхала на майже 2години раніше)",0,1,0,0,0,0
ukr_train_track1_00476,"  я зуби лікувати менше боюсь, ніж здавати з пальця кров.",0,1,0,0,0,0
ukr_train_track1_00477,"Я почала на стільки часто вживати слово «боюся», шо від цього мені теж страшно.",0,1,0,0,0,0
ukr_train_track1_00478,Мене пугає шо нада приймати рішення,0,1,0,0,0,0
ukr_train_track1_00479, бо боюсь) не впевнена в своїх силах,0,1,0,0,0,0
ukr_train_track1_00480,"Навіть якщо завершиться осінь і почнеться зима
Вона все одно найбільше боїться лишатись сама.",0,1,0,0,0,0
ukr_train_track1_00481," це точно) я он як гляну, які деякі мої одногрупники «великі педагоги», то аж страшно стає, бо ж на двійки вчились",0,1,0,0,0,0
ukr_train_track1_00482,який ужас! прастітє пожалуста. я скоро ляжу спати і всьо закончіца,0,1,0,0,0,0
ukr_train_track1_00483," та я завжди ввечері сама ходжу, просто треба заспокоїтись іперестати стрьоматись власної тіні.",0,1,0,0,0,0
ukr_train_track1_00484,Я не хочу тебе втратити.,0,1,0,1,0,0
ukr_train_track1_00485,"Нам завжди є що сказати, просто ми боїмося реакції на ці слова.",0,1,0,0,0,0
ukr_train_track1_00486,"Давно не фарбувалась на роботу, а сьогодні нафарбувалась, і коли цілувала сонного Вованаду, він злякався.",0,1,0,0,0,0
ukr_train_track1_00487,"Сидимо в кімнаті в хостелі і раптом пронизливий крик - француз-сусід, який вже спав, починає страшно пищати чи кричати.",0,1,0,0,0,0
ukr_train_track1_00488,"Боюсь уявить шо буде, коли буде синішка",0,1,0,0,0,0
ukr_train_track1_00489,"Я сьогодні злякалась і ледь не знепритомніла одночасно (реально!!!), бо мені здалось, що під Редіссоном на ЯрВалу, я побачила Шенона Лето.",0,1,0,0,0,0
ukr_train_track1_00490,страшно заходити на фідлі. тому я не заходжу.,0,1,0,0,0,0
ukr_train_track1_00491,"Найгірше те, що я боюсь її втратити, а вона мене, по моєму ні.",0,1,0,0,0,0
ukr_train_track1_00492,В нього таке око страшне(,0,1,0,0,0,0
ukr_train_track1_00493,"Снилось, що відбувається бомбардування Києва, що скрізь винищувачі і що я переховувала =>",0,1,0,1,0,0
ukr_train_track1_00494," мудрості типу? два роки можуть. жахи, да",0,1,0,0,0,0
ukr_train_track1_00495,"я ночувала восени в тернополі на двох вокзалах, мене вже нічим не злякаєш)",0,1,0,0,0,0
ukr_train_track1_00496,заре матиму розрив серця. хештег ашежнепочалосьнавіть,0,1,0,0,0,0
ukr_train_track1_00497,Поспала годинку і почали снитись жахіття :(,0,1,0,0,0,0
ukr_train_track1_00498,"Тепер я боюсь жарких маршруток, шоб не зомліти.",0,1,0,0,0,0
ukr_train_track1_00499, слабо. боюсь шоб бронхіт плавно не перетік в запалення.,0,1,0,0,0,0
ukr_train_track1_00500,Боялась змерзнути в ноги і взула зранку кірзячки.,0,1,0,0,0,0
ukr_train_track1_00501,"Давно мені таких жахів не снилося, відразу прокинулася.",0,1,0,0,0,0
ukr_train_track1_00502,"снився жахливий сон про сесію.... а я на пари не ходила, і цілий конспект переписувати)) проснулася.подумала що вже маю диплом. заснула))",0,1,0,0,0,0
ukr_train_track1_00503,"Хз, задишка наче і якесь приємне хвилювання.",0,1,0,0,0,0
ukr_train_track1_00504,"А ще, до мене повернувся дитячий кошмар — екзема.",0,1,0,0,0,0
ukr_train_track1_00505," ось цього наші прабабусі боялися, що в ляльку перейде душа дитини ",0,1,0,0,0,0
ukr_train_track1_00506," після 30-го ужастіка, я вже нічого не боюся, тільки хронічно не можу заснути, коли а шафі відкрита дверка",0,1,0,0,0,0
ukr_train_track1_00507,  щодня ходжу повз посольство Польщі і черги мене лякають)),0,1,0,0,0,0
ukr_train_track1_00508,"У мене в одного дитятка за 30хв температура піднялась до 39,9°С :( я так рознервувалась, шо і в мене тиск пілнявсь і голова тріщить.",0,1,0,0,0,0
ukr_train_track1_00509," найбільше лякає бинт в шлунку,який треба витягувати)) у нас з татом гайморит постійно.",0,1,0,0,0,0
ukr_train_track1_00510," інколи мені здається, що його втілення у ""понеділок"" - найстрашніше",0,1,0,0,0,0
ukr_train_track1_00511,"12. Коли я нервую, то мене жахливо трусить, іноді можу навіть почати задихатись",0,1,0,0,0,0
ukr_train_track1_00512,"Боїмось того, що можемо прочитати вранці.",0,1,0,0,0,0
ukr_train_track1_00513,"Зараз побачу перший мейкінгоф, на якому я вже є і шось мені страшно :D",0,1,0,0,0,0
ukr_train_track1_00514, вот завтра на консультацію обіцявся прийти. правда ше до того натяку. от тепер боюсь за дитину.,0,1,0,0,0,0
ukr_train_track1_00515,жахливо писати геометрію без стирки.,0,1,0,0,0,0
ukr_train_track1_00516,це жах RT   : Напад на фестиваль «Гайдамака.UA» в Ірпіні ,0,1,0,0,0,0
ukr_train_track1_00517," фух, а я вже почала хвилюватись",0,1,0,0,0,0
ukr_train_track1_00518,"Піду куплю затички сьогодні, бо навушники боюсь порвати.",0,1,0,0,0,0
ukr_train_track1_00519,Нічне жахіття від рідного тві,0,1,0,0,0,0
ukr_train_track1_00520,"На мене впав велетенький павук, я звичайно не збиралась довго жити, але от шоб прямо сьогодні і від розриву серця, то було б занадто",0,1,0,0,1,0
ukr_train_track1_00521,"Як і рік тому, п'ю латешку в Глобусі і переживаю.",0,1,0,0,0,0
ukr_train_track1_00522, я про класичні жахи! всякі містичні штуки типу. бо реальність як така завжди лякає.,0,1,0,0,0,0
ukr_train_track1_00523,"слухаю наніч страшні історії про студентку, що, отримавши автоматом 95, пішла перездавати на сотку.",0,1,0,0,0,0
ukr_train_track1_00524,Після твіту Йостапа меністало страшно.,0,1,0,0,0,0
ukr_train_track1_00525,"запихаю в себе їжу, бо хвилююсь.йду на роботу і не все встигла.",0,1,0,0,0,0
ukr_train_track1_00526,"мама: тут твій телефон лежить.
я: О БОЖЕ ТАМ НЕМА ПАРОЛЮ Я НЕ ВСТИГНУ ДОБІГТИ ВОНА ПРОЧИТАЄ ВСЕ ВОНА ПОДИВИТЬСЯ ФОТО",0,1,0,0,0,0
ukr_train_track1_00527,а я там ще й хвилююся...жах)),0,1,0,0,0,0
ukr_train_track1_00528,Шо я боюсь не влізти в неї в кісточці.,0,1,0,0,0,0
ukr_train_track1_00529,боже він шо всіх обдзвонив в ужасі,0,1,0,0,0,1
ukr_train_track1_00530,"Тепер ну дуууже хвилююсь, що підопічній щось не сподобається",0,1,0,1,0,0
ukr_train_track1_00531,"Думки такі матеріальні, аж страшно.",0,1,0,0,0,0
ukr_train_track1_00532,А в мене руки трусяться)),0,1,0,0,0,0
ukr_train_track1_00533,вже страшно. . .RT : У Львівського аеропорту буде свій логотип,0,1,0,0,0,0
ukr_train_track1_00534," а я боюсь, шо беркут зараз з грушевського підійде і затисне",0,1,0,0,0,0
ukr_train_track1_00535,"словом, я підозювала, що 3 дні мені не буде чим зайнятись на роботі, але все набагато гірше, ніж я уявляла.",0,1,0,1,0,0
ukr_train_track1_00536,"на ноубуці є, але ноутбук вдома, і буде в мене запізно. та я пробую не панікувати.",0,1,0,0,0,0
ukr_train_track1_00537,"Я вже за неї злякалась, а то такзадумано було-впасти.",0,1,0,0,0,0
ukr_train_track1_00538,"страшніше заочніка може буть тільки інтегрований студєнт. має всі ознаки заочніка, но вчиться на стаціонарі.",0,1,0,0,0,0
ukr_train_track1_00539,"І я наче хочу, але боюсь, чи не стане це тягарем через деякий час.",0,1,0,0,0,0
ukr_train_track1_00540,сьогодні на місці трьох вікон і одного балкону зіяє чорнота.вчора мені було страшно.,0,1,0,0,0,0
ukr_train_track1_00541,Тільки я корову доїти боюсь,0,1,0,0,0,0
ukr_train_track1_00542, перші 5 сєк я жахнулась,0,1,0,0,0,0
ukr_train_track1_00543,"Боюсь, що зараз почнуть атаку з обох боків і наші не відіб'ються((",0,1,0,0,0,0
ukr_train_track1_00544,ну от...боюсь якшо вона зломає нігтя то може статися серцевий напад),0,1,0,0,0,0
ukr_train_track1_00545,"я просто ставлю себе на місце людини і розумію, шо мене б це налякало",0,1,0,0,0,0
ukr_train_track1_00546," я боюсь дивитись британські, недодивившись гамериканські, але то ше поки всі сезони повиходяяяять. мені ше три серії 1 сезону)",0,1,0,0,0,0
ukr_train_track1_00547, о жахи де ти постійно поночі ходиш? я би теж хотіла десь лазити поночі. але шоб тепло.,0,1,0,0,0,0
ukr_train_track1_00548,"Ходили на лекцію Збігнева Лібери, бачили дуже страшне фото дитини.",0,1,0,0,0,0
ukr_train_track1_00549,"Боюсь, що коту, можливо, доведеться або пігулки якісь давать, або яйця видалить.",0,1,0,0,0,0
ukr_train_track1_00550,"боюсь, шо такі покрадуть, бо аони легенькі))",0,1,0,0,0,0
ukr_train_track1_00551,"Трусить від нервів 
Позитивний початок неділі",0,1,0,0,0,0
ukr_train_track1_00552,"найбільше в цей день переживаю, щоб не завтикати і не з'їсти чогось м'ясного :)",0,1,0,0,0,0
ukr_train_track1_00553," воістіну. після останнього яке я побачила, в мене почали трястися руки, почали і не закінчили",0,1,0,0,0,0
ukr_train_track1_00554,"Та я її не пила, побоялась.",0,1,0,0,0,0
ukr_train_track1_00555,"Здається, я помру від хвилювання, не доживши до жовтня",0,1,1,0,0,0
ukr_train_track1_00556,"Я сьогодні зробила свій вибір, але я в ньому дуже і дуже не впевнена :(",0,1,0,0,0,0
ukr_train_track1_00557,"Боюсь з бажанням притягувати нитки зі швів в носі)) зупиняє те, що трохи таки болить)",0,1,0,0,0,0
ukr_train_track1_00558,"Один із небагатьох разів, коли я реально боялась вертаться сама дамой",0,1,0,0,0,0
ukr_train_track1_00559,І тут сталося найстрашніше - потреба Вибору.,0,1,0,0,0,0
ukr_train_track1_00560,Ало мені 16 років а я боюсь буть сама дома,0,1,0,0,0,0
ukr_train_track1_00561,Бо я дуже нервуюсь і всі м'язи в тонусі.,0,1,0,0,0,0
ukr_train_track1_00562,Починаю серйозно хвилюватись за Котика.,0,1,0,0,0,0
ukr_train_track1_00563,"А знаєте, шо ще дужедуже страшно?",0,1,0,0,0,0
ukr_train_track1_00564," та дивилась, там нічого складного, але страшно",0,1,0,0,0,0
ukr_train_track1_00565,"До екзамена не хоче, боїться, що затягне)))",0,1,0,0,0,0
ukr_train_track1_00566,Але я - переляканий котик і забилась в куточок і боялась сама себе.,0,1,0,0,0,0
ukr_train_track1_00567, а в мене найчастіше лякається майспейса..,0,1,0,0,0,0
ukr_train_track1_00568," мені вже страшно, але я згодна ;)",0,1,0,0,0,0
ukr_train_track1_00569,"Боюся дійти висновку, що доброта - то якийсь невроз.",0,1,0,0,0,0
ukr_train_track1_00570," а настрашніше те, що я маю кімнату на горищі, і я тут сама сама, вся сім'я поверхом нижче -_-",0,1,0,0,0,0
ukr_train_track1_00571,"Страшно, але ж цікаво
І число ""11"" там всюди",0,1,0,0,0,0
ukr_train_track1_00572,Боялась розбити макбук і підставила коліно.,0,1,0,0,0,0
ukr_train_track1_00573," ну добре, бо встигла злякатися.",0,1,0,0,0,0
ukr_train_track1_00574,"мій Вовчик має таку гарну куртку, шо я боятимусь його з дому випускати.",0,1,0,0,0,0
ukr_train_track1_00575,"Боюсь,мені зжерти за місяць стільки піци,щоб зекономить на ній 700грн.",0,1,0,0,0,0
ukr_train_track1_00576, тепер я боятимусь наших спальників))),0,1,0,0,0,0
ukr_train_track1_00577,"наша пєсня хараша, начінай сначала.
я ці подушки від крові вже не відперу.",0,0,1,0,0,0
ukr_train_track1_00578,гірше за напередприходність і непунктуальність разом може бути взагалінеприходність.,0,0,1,0,0,0
ukr_train_track1_00579,Тернопільська фабрика з виготовлення шкрпеток на листи відписує російською. ууууу,0,0,1,0,1,0
ukr_train_track1_00580,"Агресивна, зла і ніщо не допомагає заспокоїтися  
Навпаки тільки вибішує.",0,0,1,0,0,0
ukr_train_track1_00581,"А я щиро вважаю, що ресторан для того не місце",0,0,1,0,0,0
ukr_train_track1_00582,Нам тільки розбрату у Европі зараз не вистачає для повного щастя.,0,0,1,0,0,0
ukr_train_track1_00583,"самі адові реклами на радіо ""на хвилях корсуня"".",0,0,1,0,0,0
ukr_train_track1_00584," я відчуваю мама з ніг збилася в пошуках, а тобі смішно)",0,0,1,0,0,0
ukr_train_track1_00585,Люди з минулого гірше чуми.,0,0,1,0,1,0
ukr_train_track1_00586,"Ставте крапку, мати вашу я знав!",0,0,1,0,0,0
ukr_train_track1_00587,"вмійте відповідати за свої слова, чорт візьми.",0,0,1,0,0,0
ukr_train_track1_00588,а непоганий в пеленьо був інстаграм колись. поки вона не почала розказувати шо ми всі вмремо з недокрашеними коренями і неперетравленими бургерами в шлунку,0,0,1,0,0,0
ukr_train_track1_00589,"Кобила стоїть з цигаркою, розмовляє з тіпом, і все б ок, якби той дим не йшов на її дитину, яка сидить в калясочці.",0,0,1,0,1,0
ukr_train_track1_00590,"патрік бігає по хаті і нявкає. в перекладі з котячої це найімовірніше означає: сволочі, зарази, паскудники!",0,0,1,0,0,0
ukr_train_track1_00591,Нащо народжувати і не займатись вихованням?,0,0,1,0,0,1
ukr_train_track1_00592,"Я не створена для кохання, та й почуттів взагалі, бо ненавиджу почуватися дурною або слабкою.",0,0,1,0,0,0
ukr_train_track1_00593,"  мені тік не подобається ідея з введенням у школах української російської. не знаю чи це вишиватнік в мені засів, але.",0,0,1,0,0,0
ukr_train_track1_00594,"це я раніше чому така зла була, тому що у мене мужика нормально не було. а тепер ще зліше буду, тому що і цей кинув",0,0,1,0,0,0
ukr_train_track1_00595,боже моя хата виглядає так ніби тут вчора лопнув єдинорог.,0,0,1,0,1,1
ukr_train_track1_00596,"дивне відчуття,коли людина в транспорті відсідає від тебе.
з однієї сторони - фух, ну і добре,
а з іншої - е,скотина,тебе шось не влаштовує?",0,0,1,0,0,0
ukr_train_track1_00597,"Погана дочка,погана подруга,погана дiвчина,погана людина..",0,0,1,0,0,0
ukr_train_track1_00598,"Почала робити зауваження бидлу, яке недопалки за 5м від смітника викидає.",0,0,1,0,0,0
ukr_train_track1_00599,сумний руснявий клоун. у нього дітки теж по піндостанам і гєйропам живуть?,0,0,1,0,0,0
ukr_train_track1_00600," день народження старших сестер, тиждень загружений, мене вже саму то бісить :с",0,0,1,0,0,0
ukr_train_track1_00601,"Чого ви, підори, не голосуєте життєво важливі для країни закони?",0,0,1,0,0,0
ukr_train_track1_00602,"Жіночка років 50 з купою торбів з бутіків зайшла в трамвай і попросила пересісти старезного дідуся на інше місце, щоб її торби влізли.",0,0,1,0,0,0
ukr_train_track1_00603,"І вибачте за мати, але інакше я то виразити не можу.",0,0,1,0,0,0
ukr_train_track1_00604,"О боже, щоранку з цього ору, бо на моїй зупинці теж саме висить",0,0,1,0,0,0
ukr_train_track1_00605,"  зрадонькааа, зрада!! наклєєєп, лііііпєєєцк! він за вас вайуваав!!1",0,0,1,0,0,0
ukr_train_track1_00606,"в ніч хеловіну їхатиму в потязі. ці ваші тіпастрьомнівечірки ніщо порівняно з хропінням, крикливими дітьми і п'яними сусідами.",0,0,1,0,1,0
ukr_train_track1_00607,реально підглядує....ну капець...а я тут вже 2 місяці живу і не помічала..,0,0,1,0,0,0
ukr_train_track1_00608,"вчора почула атлічний аргумент чо не голосувати за #силалюдей - то люди яника. апєшила. хоспаді, це ж хто таку інфу розповсюджує, паскуди",0,0,1,0,1,1
ukr_train_track1_00609,"Спілкувалась я з деякими, і от бісить і всьо тут",0,0,1,0,0,0
ukr_train_track1_00610,Ето гєноцьід патрівотів ящітаю Клята влада!,0,0,1,0,0,0
ukr_train_track1_00611,"Як ж то страшенно бісить, коли русизми під українську «маскують».",0,0,1,0,0,0
ukr_train_track1_00612," фууууу, в тебе твітттер москальською!",0,0,1,0,0,0
ukr_train_track1_00613,мене нервує. коли в мене позичають ручку чи лінійку.,0,0,1,0,0,0
ukr_train_track1_00614,"а уступати тре не того шо нємощні і стояти не можуть, а тогошо дороги в нас адло і трясе в різні боки",0,0,1,0,0,0
ukr_train_track1_00615, а мене от бісило і бісить)),0,0,1,0,0,0
ukr_train_track1_00616,зранку чо не їла! буду сварити!,0,0,1,0,0,0
ukr_train_track1_00617,"Нє, ___, найнялася тебе розважати весь вечір!",0,0,1,0,0,0
ukr_train_track1_00618,"це тому що клята влада нічого не робе, тіки краде і нажьіваєца на вайнє!",0,0,1,0,0,0
ukr_train_track1_00619,мене то теж завди дістає.,0,0,1,0,0,0
ukr_train_track1_00620," ти з мене іздіваєшся, який Харків?!",0,0,1,0,0,1
ukr_train_track1_00621,шо ви мені за базар розвели оце,0,0,1,0,0,0
ukr_train_track1_00622,шо мене всі штурхають на фейсбуці...бу..,0,0,1,0,0,0
ukr_train_track1_00623," найгірша дорога, якою я їхала в своєму житті - Тернопіль-Львів))",0,0,1,0,0,0
ukr_train_track1_00624,"Вчора увесь день ходила сходами, бо ліфт мене вибішує.",0,0,1,0,0,0
ukr_train_track1_00625,сюка я тебе щас порішаб ану пашлі за гаражи,0,0,1,0,0,0
ukr_train_track1_00626,"#LongileandIceTea я тебе ненавиджу,п'яна як може бути!",0,0,1,0,1,0
ukr_train_track1_00627,– Порох крадьот & бреше!,0,0,1,0,0,0
ukr_train_track1_00628,"2) зробили мені якусь прививку, яку лікарі забули (ой) зробити у віці шести років
3) посварилась з лікарями і валю додому в поганому настрої",0,0,1,0,0,0
ukr_train_track1_00629,В німеччині ТАК ХОЧЕТЬСЯ ЗІГАНУТЬ аж рука свербить,0,0,1,0,0,0
ukr_train_track1_00630," я хроплю вночі, це гірше за відключення гарячої води",0,0,1,0,0,0
ukr_train_track1_00631,"Досить дивно що

ЧОМУ АХМІТОВ НІСІДІТ?!1 
чомусь не дорівнює 
ЯК БЕЗ СУДУ ЗАКРИВАТИ САЙТИ?!1

10/10

До сльоз",0,0,1,0,0,0
ukr_train_track1_00632,Коля казьол. хороші асоціації. але я там зайва.,0,0,1,0,0,0
ukr_train_track1_00633," ну це так) зручно) але я не можу, вже на 3йдееь в мене відрощий ніготь видно і мене це бісить))",0,0,1,0,0,0
ukr_train_track1_00634,очі печуть вогнем від тих ваших макіяжів,0,0,1,0,0,0
ukr_train_track1_00635,я чокнусь за ці два дні,0,0,1,0,0,0
ukr_train_track1_00636,"побили кілька одиниць посуду, піем перевернув стіл. походу цей гнилий двіж набирає абаротів",0,0,1,0,0,0
ukr_train_track1_00637,"  мені тикають два типи людей:
1) зі мною череду у дитинстві пасли
2) мені хуя смоктали

так от, я не пам'ятаю вас пастушком",0,0,1,0,0,0
ukr_train_track1_00638,"я не буду заради тебе, Гані і Каті терпіти того пйоса",0,0,1,0,0,0
ukr_train_track1_00639,"В метро на мене плювали хіпстери, штовхав дядько, в 5разів товщий за мене, вишкірялись бабульки, дідульки і працівниці метро.",0,0,1,0,0,0
ukr_train_track1_00640,Клята влада розбиває людям бордюри і палить техніку!,0,0,1,0,0,0
ukr_train_track1_00641,"Вся маршрутка матюкається,кричить. . .насвяткувались",0,0,1,0,0,0
ukr_train_track1_00642,"Ні, взагалі навіщо вона нам я розумію, но не стільки ж 
4 пари на тиждень",0,0,1,0,0,0
ukr_train_track1_00643,Я зла і не добра!рррр,0,0,1,0,0,0
ukr_train_track1_00644,"очі печуть, пчихаю щохвилини, руці холодні, чоло горить.

тільки цього не вистачало!",0,0,1,0,0,0
ukr_train_track1_00645,"Просто чоооорт, ну якого я такий ідіот?!",0,0,1,0,0,1
ukr_train_track1_00646,"""Смаколик"" - найогидніше слово ever!",0,0,1,0,1,0
ukr_train_track1_00647,"кстаааті не ведіться на ці плаватільні круги для малечі, що навколо шиї чіпляються. це крепко зло.",0,0,1,0,0,0
ukr_train_track1_00648,то треба мене дратувати з самого початку дня?,0,0,1,0,0,0
ukr_train_track1_00649,І прєкраті читати наші переписки!,0,0,1,0,0,0
ukr_train_track1_00650,Яне хо сидіти в парку на лавці і дихати твоїм димом,0,0,1,0,1,0
ukr_train_track1_00651,Колега пів дня задовбує допитами.,0,0,1,0,0,0
ukr_train_track1_00652,"захотілось псіханути і стерти всю музику з телефону, а це 700 пісень.",0,0,1,0,0,0
ukr_train_track1_00653,"теж оце злить таке ""як друга""",0,0,1,0,0,0
ukr_train_track1_00654,  є ще така тєма як свобода слова і нав'язування завідомо гидких речей. деякі Наші східняки нічим не ліпші,0,0,1,0,1,0
ukr_train_track1_00655," підор, де бігборди з Порошенко?",0,0,1,0,0,0
ukr_train_track1_00656,"А це, кульок з брудною водою, який впав мені на спину не то з дерева, не то діти з балкону скинули.",0,0,1,0,0,0
ukr_train_track1_00657,"Мало що так неприємно роздратовує, як зверxнє щоденно повторюване мамине ""ну я ж казала!""",0,0,1,0,0,0
ukr_train_track1_00658,"Якого хуя мій т9 написав ""незаміжня"" окремо?",0,0,1,0,0,0
ukr_train_track1_00659,"Ненавиджу себе за те,що щоб я не вирішила  - завжди почуваю себе винною.",0,0,1,0,0,0
ukr_train_track1_00660,...і є ж такі люди! причепився до мене в асьці! знаючи мене шо ппц і вчить....псіхолог мля!,0,0,1,0,0,1
ukr_train_track1_00661,Не хочеш то не треба!,0,0,1,0,0,0
ukr_train_track1_00662,"дико бісить, що інтернет тягне лише на першому поверсі, і я мушу сидіти тут. так він ще й тормозить, як я на алгебрі.",0,0,1,0,0,0
ukr_train_track1_00663,Україна вже не для людєй!,0,0,1,0,0,0
ukr_train_track1_00664,Шоб усі боялись і не насміхались! ,0,0,1,0,0,0
ukr_train_track1_00665," так і пиши, ато компроментуєш мене!)",0,0,1,0,0,0
ukr_train_track1_00666,І яке право вони мають на щось впливати?,0,0,1,0,0,1
ukr_train_track1_00667,"Пєтя зльіваєт Україну, а ""порохоботів"" тра вішати/стріляти/забірать і дєліть

Нічого не пропустив?",0,0,1,0,0,0
ukr_train_track1_00668,"Головне мене не зли, я то як раз в тій же частині країни",0,0,1,0,0,0
ukr_train_track1_00669,"Вчора бачила двох вгашених, які пили водяру прямо з горла, і, називаючи себе «сазнатєльнимі студєнтамі» гидили всіх.",0,0,1,0,1,0
ukr_train_track1_00670,– Аваков хоче узурпувати всю владу в Україні!,0,0,1,0,0,0
ukr_train_track1_00671,На свято я не встигну(,0,0,0,1,0,0
ukr_train_track1_00672,"В Чорнобилі дуже цікаво, хоч і сумно.",0,0,0,1,0,0
ukr_train_track1_00673,Не виходить смачний чай:// вкотре,0,0,0,1,0,0
ukr_train_track1_00674,"Коли в всяких конкурсах в інсті пишуть «відмітиш більше друзів - більше шансів виграти», то я плачу",0,0,0,1,0,0
ukr_train_track1_00675,"Мені бракує цього салтівського вело вайбу з нічними ларьками, пивом, подругою і річкою.",0,0,0,1,0,0
ukr_train_track1_00676,"відчуваю себе дуже ущербно, коли можу лише репоститии всю цю діч.",0,0,0,1,0,0
ukr_train_track1_00677,"Жалію, що не з твого міста(((",0,0,0,1,0,0
ukr_train_track1_00678,Пройшов рік а  i  так і не пофоткалися в Баландюха :),0,0,0,1,0,0
ukr_train_track1_00679," ці малесенькі не біда в порівнянні із столітніми дубами і буками,які вирізують...не сумуй!",0,0,0,1,0,0
ukr_train_track1_00680,як потусіть закордоном без неврозів: НІКОЛИ.,0,0,0,1,0,0
ukr_train_track1_00681,менше з тим треба дякувати ірванцеві за переклади. тогошо толкові переклади на українську це геть не часто і це печаль.,0,0,0,1,0,0
ukr_train_track1_00682,"а як подумаю, що в моїх колег завтра зйомки в цю погоду на вулиці, то шось геть сумненько стає.",0,0,0,1,0,0
ukr_train_track1_00683,"Літечко, а я обпиваюсь імбирним чаєм з лимоном і медом, кашляю і ходжу соплива.",0,0,0,1,0,0
ukr_train_track1_00684,"метелик душі роздертої -
прости.",0,0,0,1,0,0
ukr_train_track1_00685,Дивлюся як в людей дощі йдуть і котиться скупа сльоза.,0,0,0,1,0,0
ukr_train_track1_00686,"Отако думаєш, шо в тебе в жизні жесть, а тоді як послухаєш подруг, то сумно стає за них.",0,0,0,1,0,0
ukr_train_track1_00687,не прониклась виставою настільки як бажалось. черства моя душа(,0,0,0,1,0,0
